Name	Annotation1	Annotation2	Annotation3	Annotation4	Comment	Annotation5	ReqLevel
War Drum					This item increases the EXP earned in party. The EXP will increase with the number of members in party.		1
Medicine of Knowledge					Permanently increase skill slots by 5.		1
Medicine of Greater Knowledge					Permanently increase skill slots by 10.		1
Transparent Potion					This item will hide the user. The user will be invisible from monsters, but will be visible to other players.		1
bass hair spray					turn hair into popular bass style		1
short hair spray					turn hair into clean short hair		1
middle divided short hair spray					turn hair into middle divided short hair		1
pony tail hair spray					turn hair into short pony tail		1
lady short hair spray					turn hair into lady short hair, with a fringe		1
lady long hair spray1					turn hair into long hair, fringe will be put aside		1
lady short hair spray2					turn hair into long hair with straight fringe		1
Evo Normal Point Reset					Reset Evo Weapon's normal point		1
Evo Strength Point Reset					Reset Evo Weapon's strength point		1
Evo Special Point Reset					Reset Evo Weapon's special point		1
Magic Swap Ticket					5% of Magic Damage will become Melee Damage for 900 seconds.		1
Sudden Attack Potion					Increase the chance of Sudden Attack by 20%		1
Double Attack Potion					Increase the chance of Double Attack by 20%		1
Training Stone					Receive double the weapon experience point for 30 minutes		1
Bless Stone					Exempt from weapon experience loss upon death for 30 minutes		1
Charge Stone					Charge the Evo Weapon's energy for 15 minutes		1
Charge Stone II					Charge the Evo Weapon's energy for 30 minutes		1
Monster Stone Coupon					Use this item to retreive the Monster Transformation Stone from the Holy Messenger		1
Bunny Head Coupon					Use this item to retreive the Chubby Bunny Head from Rabbit Mimi		1
Mr. Llama Seal					Use this item to summon the Mr Llama. Mount the Llama to move faster		1
Ms. Llama Seal					Use this item to summon the Ms Llama. Mount the Llama to move faster		1
Jade Fragment					Increase the success rate of combining the Evo Weapon by 20%		1
Gold Stone Fragment					Increase the success rate of combining the Evo Weapon by 5%. This item will also add 1 Training Point.		1
Crystal Fragment					This item will increase Training Point by 2 upon successful combination		1
upgrade spirit key					golden shiny key, shiny car is collecting shining items		1
tracking bass flag					double click and summon tracking bass flag as ride, moving speed Increased		1
ghost certificate					Increase player's related skills by 50 levels for 1 hour, aavailable every 12 hours		1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
	09¸U¸t¸`¥Î¨Ó´«¯u«~®M¸Ë­I¥]ªº¹D¨ã¤§¤@						1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
	09Xmas¬ÛÃö¹D¨ã	Âà³J					1
	09Xmas¬ÛÃö¹D¨ã	¤J³õ¨éA					1
	09Xmas¬ÛÃö¹D¨ã	¤J³õ¨éB					1
	09Xmas¬ÛÃö¹D¨ã	´«¼úª««~					1
	09Xmas¬ÛÃö¹D¨ã	Âà³J¼ú«~					1
	09Xmas¬ÛÃö¹D¨ã	¬G¨Æ¥ô°È					1
Book of doubling experience point					Point doubles when defeating monster		1
Lucky spinning egg					bonus, chance to win lucky gift		1
lucky 2 spinning egg					bonus, chance to win lucky gift		1
indian combo					get indian combo		1
red sport suit spinning egg (man)					chance to get red sport suit for man		1
blue sport suit spinning egg (man)					chance to get blue sport suit for man		1
green sport suit spinning egg (man)					chance to get green sport suit for man		1
red sport suit (man)					get red sport suit for man		1
blue sport suit (man)					get blue sport suit for man		1
green sport suit (man)					get green sport suit for man		1
pink sport suit spinning egg (woman)					chance to get pink sport suit for woman		1
blue sport suit spinning egg (man)					chance to get blue sport suit for woman		1
green sport suit spinning egg (man)					chance to get green sport suit for woman		1
red sport suit (woman)					get red sport suit for woman		1
blue sport suit (woman)					get blue sport suit for woman		1
green sport suit (woman)					get green sport suit for woman		1
g-man suit spinning egg (man)					chance to get g-man suit for man		1
g-woman suit spinning egg (woman)					chance to get g-woman suit for woman		1
red g-man suit					get red g-man suit		1
blue g-man suit					get blue g-man suit		1
black g-man suit					get black g-man suit		1
yellow g-man suit					get yellow g-man suit		1
pink g-man suit					get pink g-man suit		1
silver g-man suit					get silver g-man suit		1
silver strange egg					get one tool randomly		1
gold strange egg					get two tools randomly		1
platium strange egg					get one rare item		1
Pterosauria spinnging egg					chance to win Pterosauria ride		1
spirit cloud spinning egg					chance to win spirit cloud ride		1
long lasting server calling card					Increase usage for 10 times, keep monster server for 2 hours		1
long lasting battle calling card					Increase usage for 10 times, keep monster fighter for 2 hours		1
powerful battle calling card					Increase usage for 10 times, Increase monster fighter's power		1
economic battle calling card					Increase usage for 10 times, use less card to call monster fighter		1
long lasting magic calling card					Increase usage for 10 times, make magic effect longer		1
powerful magic calling card					Increase usage for 10 times, make magic more powerful		1
spirit magic calling card					Increase usage for 10 times, Increase MP limit		1
long lasting split magic calling card					Increase usage for 10 times, player two cards at the same time and last for 4 hours		1
powerful split magic calling card					Increase usage for 10 times, player two cards at the same time and make it more powerful		1
spirit split magic calling card					Increase usage for 10 times, player two cards at the same time and Increase MP limit		1
long lasting triple magic calling card					Increase usage for 10 times, player three cards at the same time and make it longer		1
powerful triple magic calling card					Increase usage for 10 times, player three cards at the same time and make it more powerful		1
spirit triple magic calling card					Increase usage for 10 times, player three cards at the same time and increse MP limit		1
silver strange egg					get one tool randomly		1
gold strange egg					get two tools randomly		1
platium strange egg					get one rare item		1
silver strange egg					get one tool randomly		1
gold strange egg					get two tools randomly		1
platium strange egg					get one rare item		1
hip-hop suit spinning egg (man)					chance to get permanent hip-hop suit for man		1
hip-hop suit spinning egg (woman)					chance to get permanent hip-hop suit for woman		1
hip-hop suit (man)					get permanent hip-hop suit for man		1
hip-hop suit (woman)					get permanent hip-hop suit for woman		1
student swimming suit spinning egg (woman)					chance to get student swimming suit for woman		1
student swimming suit					get permanent student swimming suit for woman		1
beach suit spinning egg (man)					chance to get beach suit for man		1
beach suit					get permanent beach suit for man		1
bikini suit spinning egg (woman)					chance to win bikini suit		1
bikini suit					get permanent bikini suit		1
genuine gold suit spinning egg					change to win genuine gold suit		1
genuine gold suit					get permanent genuine gold suit		1
skeleton dog spinning egg					chance to win skeleton dog as ride		1
bb bird spinning egg					chance to win bb bird as ride		1
defense sword spinning egg					chance to win defense sword as ride		1
magic spell spinning egg					chance to win magic spell as ride		1
cross spinning egg					chance to win cross as ride		1
auto skateboard spinning egg					chance to win auto skateboard as ride		1
power detector spinning egg					get one of the detector glasses		1
black suit (man)					get permanent black suit for man		1
black suit (woman)					get permanent black suit for woman		1
Order of subdue					Order of Dark warrior', detailed document		1
monster summon book					summon unknown monsters from far away		1
genuine gold suit strange egg					chance to win genuine gold suit and monster summon book		1
devil control spell					one time usage, able to join devil party		1
scuba					one time usage, able to enter foggy pond		1
flashing thunder valley transmission 7 days					within 7 days, able to send to flashing thunder valley unlimited		1
holy crater transmission 7 days					within 7 days, able to send to holy crater unlimited		1
bright shadow court 7 days					within 7 days, able to send to bright shadow unlimited		1
underground castle 7 days					within 7 days, able to send to underground castle unlimited		1
Saved Point Transmission Scroll					save the scene and send back later		1
life booster					Increase HP 1000 points for 15 minutes		1
spirit booster					Increase MP 500 points for 15 minutes		1
muscle booster					Increase power, Increase physical offense by 200 points for 5 minutes		1
energy booster					Increase energy, Increase physical defense by 100 poionts for 5 minutes		1
IQ booster					Increase IQ Increase MP by 200 poionts for 5 minutes		1
mind booster					Increase mind power, Increase MP by 100 poionts for 5 minutes		1
european royal suit spinning egg (man)					chance to win baroque suit		1
japanese spa spinning egg (man)					chance to win japanese bath suit		1
hawaii heatwave suit (man)					chance to win hawaii suit		1
baroque duke suit					high class dress		1
japanese bath suit for man					luxury japanese spa		1
beach boy suit					sun, beach, bikini and hawaii heatwave		1
european royal suit spinning egg (woman)					chance to win baroque suit		1
japanese spa spinning egg (woman)					chance to win japanese bath suit		1
hawaii heatwave suit (woman)					chance to win hawaii suit		1
baroque lady suit (woman)					high class dress		1
japanese bath suit for woman					luxury japanese spa		1
beach girl suit					sun, beach, bikini and hawaii heatwave		1
Dead body church transport scroll					After using this, will be transported to the entrance of Dead body church		1
Black wind cave transport scroll					After using this, will be transported to the entrance o Black wind cave		1
Deep lab transport scroll					After using this, will be transported to Deep lab		1
Spirited away cave transport scroll					After using this, will be transported to the entrance of Spirited away cave		1
Saint York transport scroll					Transport to Saint York		1
Ice cave transport scroll					Transport to Ice cave		1
Hira castle transport scroll					Transport to Hira castle		1
Oasis transport scroll					After using this, will be transported to Mirage oasis		1
Vampire castle transport scroll					After using this, will be transported to the entrance of vampire castle		1
Tomb of King Nam transport scroll					After using this, will be transported to the entrance of tomb of King Nam		1
Transportation Expanding Scroll					After using this, will be Increase the number of save points, 5 a time, maxium 4 times		1
explosive bottle Lv1					Increase explosive points by 1		1
explosive bottle Lv2					Increase explosive points by 2		1
explosive bottle Lv3					Increase explosive points by 3		1
explosive bottle Lv4					Increase explosive points by 4		1
explosive bottle Lv5					Increase explosive points by 5		1
tent					turn into tent, able to recover HP and MP quickly, monsters won't attack		1
life recovery booster					Increase HP 2000 points for 15 minutes		1
spirit revovery booster					Increase MP 100 points for 15 minutes		1
muscle revovery booster					Increase power, Increase physical offense by 400 points for 10 minutes		1
energy recovery booster					Increase energy, Increase physical defense by 200 poionts for 10 minutes		1
IQ recovery booster					Increase IQ Increase MP by 400 poionts for 10 minutes		1
mind recovery booster					Increase mind power, Increase MP by 200 poionts for 10 minutes		1
courage drum					more members higher experience point, last 30 minutes		1
guild horn					to gather all the members, operate through captain's page		1
mutant fighter (man)					get mutant fighter costume		1
mutant fighter (woman)					get mutant fighter costume		1
BS elementary school uniform (man)					BS elementary school uniform		1
BS elementary school uniform (woman)					BS elementary school uniform		1
innocent maid suit					innocent maid suit		1
handsome butler tuxedo					handsome tuxedo		1
theme suit spinning egg (man)					chance to get theme suit		1
theme suit spinning egg (woman)					chance to get theme suit		1
magic attack ride					chance to win magic attack ride for witches and wizards		1
offense attack ride					chance to get offense attack ride for Samurai and machinist		1
Lottery Baby Egg					wish to win second time gift		1
magic witch spinning egg					get sexy cute suit		1
magic prince spinning egg					get charming potter suit		1
party queen spinning egg					get party cuty suit		1
party king spinning egg					get party cool guy suit		1
strange candy spinning egg (man)					get one mummy suit or devil suit		1
strange candy spinning egg (woman)					get one mummy suit or devil suit		1
sweet heart suit					get sweet heart suit and become the focus of the party		1
cool guy suit					get cool guy suit and become the focus of the party		1
charming potter suit					get charming potter suit and become magic hero		1
sexy cuty suit					get sexy cuty suit and become magic smarty		1
mummy suit (man)					get mummy suit, rock halloween!		1
mummy suit (woman)					get mummy suit, rock halloween!		1
devil suit (man)					get devil suit, rock halloween!		1
devil suit (woman)					get devil suit, rock halloween!		1
tent 7 days					within 7 days, able to turn into tent unlimited times, recover HP and MP quickly, monsters won't attack		1
transformation medicine spinning egg					limited to Lv1		1
Lv 40 transformation medicine spinning egg					limited to Lv40		1
Lv50 transformation medicine spinning egg					limited to Lv50		1
life guard tent spinning egg					chance to get great tent that let you recover your HP and MP anytime anywhere		1
lovely loli spinning egg					chance to get lovely loli suit		1
punk guy spinning egg					chance to get punk guy suit		1
BS police suit spinning egg (woman)					chance to get BS police woman suit		1
